"Clave";"Fecha";"Pais";"Forma";"Texto";"Valido";"Reflexivo";"Complemento_de";"Aspecto_verbal";"Sujeto";"Perifrasis"
"SEVI_M31_021";"1/12/13";"España";"ría";"… uhum I: yo pienso que sí E: ¿y todo estaría relacionado con el calentamiento del planeta …";"no";;;;;
"SEVI_M31_021";"1/12/13";"España";"ría";"… la población E: uhum / ¿como cuáles? ¿sabrías decirme algún caso de<alargamiento/> de …";"no";;;;;
"SEVI_M31_021";"1/12/13";"España";"ría";"… yo creo que a esas empresas es a los que deberían de <vacilación/> de <ininteligible/> mano …";"no";;;;;
"SEVI_M31_021";"1/12/13";"España";"ría";"… uno aportase su granito de arena / se podría mejorar algo / pero el problema principal …";"no";;;;;
"SEVI_M31_021";"1/12/13";"España";"ría";"… para cada estación del año / ¿cuál escogerías? I: pues<alargamiento/> para el verano // …";"no";;;;;
"SEVI_M31_021";"1/12/13";"España";"ría";"… / no lo sé / lo considerarían ellos que con eso era suficiente / pero …";"no";;;;;
"SEVI_M31_021";"1/12/13";"España";"ría";"… que mi tata me llevaba al parque de María Luisa E: uhum I: y<alargamiento/> nos …";"no";;;;;
"SEVI_M31_021";"1/12/13";"España";"ría";"… / y nos llevaba por la Puerta Osario / por María Auxiliadora / eh por todas<alargamiento/> …";"no";;;;;
"SEVI_M31_021";"1/12/13";"España";"ría";"… menos? I: bueno pues / ahora mismo no te sabría decir / pero<alargamiento/> los más chicos …";"no";;;;;
"SEVI_M31_021";"1/12/13";"España";"ría";"… uno de mis hermanos trabajaba en una panadería en la calle Feria / y nosotros <vacilación/> …";"no";;;;;
"SEVI_M31_021";"1/12/13";"España";"ría";"… vamos a ir a<alargamiento/> a la panadería para ver al hermano </cita> / y pasábamos / …";"no";;;;;
"SEVI_M31_021";"1/12/13";"España";"ría";"… carné E: uhum / eh<alargamiento/> ¿propondrías algún tipo de diversión para la gente / que …";"no";;;;;
"SEVI_M31_021";"1/12/13";"España";"ría";"… crees que <vacilación/> que haría falta <vacilación/> que hace falta // o no …";"no";;;;;
"SEVI_M31_021";"1/12/13";"España";"ría";"… piden en la reventa / seguro que no las cogerían E: probablemente // ¿alguna vez te has …";"no";;;;;
"SEVI_M31_021";"1/12/13";"España";"ría";"… segura? I: <ruido = “carraspea I”/> necesitaría más vigilancia E: ¿por qué? I: sí / hay …";"no";;;;;
"SEVI_M31_021";"1/12/13";"España";"ría";"… puntos de venta de droga E: uhum I: habría también menos drogadictos / y la policía …";"no";;;;;
"SEVI_M31_021";"1/12/13";"España";"ría";"… yo vivía en la parte alta de una panadería y él trabajaba abajo E: ¿y de qué …";"no";;;;;
"SEVI_M31_021";"1/12/13";"España";"ría";"… que es que los <vacilación/> la familia debería de ayudar a esas personas a <vacilación/> a …";"no";;;;;
"SEVI_M31_021";"1/12/13";"España";"ría";"… cada cual pueda tener E: uhum I: pues debería de decir / si a él en un momento le …";"no";;;;;
"SEVI_M31_021";"1/12/13";"España";"ría";"… que sí // <simultáneo> pero eso debería </simultáneo> E: <simultáneo> …";"no";;;;;
"SEVI_M31_021";"1/12/13";"España";"ría";"… </simultáneo> I: eso deberían de decirlo mis amigos E: uhum / antes que …";"no";;;;;
"SEVI_M31_021";"1/12/13";"España";"ría";"… no los comes? I: es que yo la repostería no <vacilación/> no se me da muy bien / la …";"no";;;;;
"SEVI_M31_021";"1/12/13";"España";"ría";"… la calle <risas = “todos”/> // porque no quería mirar a nadie para no ponerme a llorar / …";"no";;;;;
"SEVI_M31_021";"1/12/13";"España";"ría";"… no quería E: emocionarte I: <tiempo = “42:02”/> …";"no";;;;;
"SEVI_M31_021";"1/12/13";"España";"ría";"… E: uhum I: solamente E: ¿juegas a la lotería o a cualquier otro juego de azar? I: la …";"no";;;;;
"SEVI_M31_021";"1/12/13";"España";"ría";"… I: es lo único que yo juego E: y ¿qué harías si te tocaran veinte millones de euros? I: …";"no";;;;;
"SEVI_M31_021";"1/12/13";"España";"ría";"… más cerca E: uhum I: a cada uno le daríamos un poquito / para tapar algunos agujeros …";"no";;;;;
"SEVI_M31_021";"1/12/13";"España";"ría";"… pues muy bien / para ellos E: uhum ¿me podrías decir alguna palabra<alargamiento/> o …";"no";;;;;
"SEVI_M32_046";"21/4/17";"España";"ría";"… un color a cada estación qué color le pondrías? I: <silencio/> pues <risas = “E”/> / para …";"no";;;;;
"SEVI_M32_046";"21/4/17";"España";"ría";"… E: uhum I: el verde / yo le pondría el verde a la primavera // en verano le …";"no";;;;;
"SEVI_M32_046";"21/4/17";"España";"ría";"… sol E: uhum I: y luego en el otoño le pondría los ocres E: el ocre I: el ocre que me …";"no";;;;;
"SEVI_M32_046";"21/4/17";"España";"ría";"… / no sé si me la darán / también queríamos hacer una escapadilla E: <simultáneo> …";"no";;;;;
"SEVI_M32_046";"21/4/17";"España";"ría";"… es </simultáneo> una ciudad que podría s<palabra_cortada/> / mmm estar más en valor …";"no";;;;;
"SEVI_M32_046";"21/4/17";"España";"ría";"… E: uhum I: una ciudad histórica que / debería de <vacilación/> / de cuidarla más E: uhum …";"no";;;;;
"SEVI_M32_046";"21/4/17";"España";"ría";"… ¿no? </simultáneo> I: <simultáneo> deberían </simultáneo> de mirar / y de mimarla más …";"no";;;;;
"SEVI_M32_046";"21/4/17";"España";"ría";"… // demasiado <vacilación/> / qué diría yo / demasiado barrocos / demasiado …";"no";;;;;
"SEVI_M32_046";"21/4/17";"España";"ría";"… calles / de <vacilación/> E: ¿crees que harían falta más museos? / no lo sé / ¿cines / …";"no";;;;;
"SEVI_M32_046";"21/4/17";"España";"ría";"… I: es que yo creo que la mayoría de los Sevillanos no saben ni que eso existe …";"no";;;;;
"SEVI_M32_046";"21/4/17";"España";"ría";"… la verdad que hay menos gente en la pescadería E: ya I: lo que pasa que para cuando yo …";"no";;;;;
"SEVI_M32_046";"21/4/17";"España";"ría";"… crees que los<alargamiento/> los alumnos deberían tratar de usted al profesor / en vez de tú? …";"no";;;;;
"SEVI_M32_046";"21/4/17";"España";"ría";"… hablar de tú a cualquiera / no se me ocurriría<alargamiento/> agredir <risas = “I”/> a otra …";"no";;;;;
"SEVI_M32_046";"21/4/17";"España";"ría";"… consideras una buena amiga? I: eso lo tendrían que decir los amigos <risas = “todos”/> no …";"no";;;;;
"SEVI_M32_046";"21/4/17";"España";"ría";"… qué te dedicas? I: soy auxiliar de enfermería E: sí ¿no? I: soy sanitaria / ahora mismo …";"no";;;;;
"SEVI_M32_046";"21/4/17";"España";"ría";"… I: me gusta / también me gustaba la psiquiatría bastante E: uhum I: lo que pasa …";"no";;;;;
"SEVI_M32_046";"21/4/17";"España";"ría";"… al Macarena pero / a mí me gustaba psiquiatría también E: sí ¿no? I: <tiempo = “24:01”/> …";"no";;;;;
"SEVI_M32_046";"21/4/17";"España";"ría";"… = “E”/> / digo <cita> coñi esta gente se podrían ir para el fondo </cita> / cuando yo llego …";"no";;;;;
"SEVI_M32_046";"21/4/17";"España";"ría";"… = “todos”/> E: bien / ¿juegas a la lotería? I: lo mismo que te ha dicho él / no juego …";"no";;;;;
"SEVI_M32_046";"21/4/17";"España";"ría";"… la lotería nunca / pero en Navidad / con las compañeras …";"no";;;;;
"SEVI_M33_071";"3/8/14";"España";"ría";"… </simultáneo> E: <simultáneo> son habladurías </simultáneo> I: el clima <ruido = …";"no";;;;;
"SEVI_M33_071";"3/8/14";"España";"ría";"… algo que no te guste de Sanlúcar / que tú dirías? I: <tiempo = “11:55”/> <ruido = …";"no";;;;;
"SEVI_M33_071";"3/8/14";"España";"ría";"… / si tuviera una playita mejor pues habría más gente <simultáneo> o sea / que menos mal …";"no";;;;;
"SEVI_M33_071";"3/8/14";"España";"ría";"… E: <simultáneo> claro / ya se abarrotaría </simultáneo> I: eso es un criterio de …";"no";;;;;
"SEVI_M33_071";"3/8/14";"España";"ría";"… / mmm mucha gente / bueno / la inmensa mayoría de la gente / yo creo que casi todo el mundo …";"no";;;;;
"SEVI_M33_071";"3/8/14";"España";"ría";"… y últimamente es que es una alegría / pasearte por aquí un viernes o un sábado y …";"no";;;;;
"SEVI_M33_071";"3/8/14";"España";"ría";"… I: pues por ejemplo mira / fíjate qué tontería / yo me acuerdo que / a unos amigos míos / …";"no";;;;;
"SEVI_M33_071";"3/8/14";"España";"ría";"… está? ¡vaya! / bueno / al lado del Parque María Luisa / no me sale ahora mismo el nombre / …";"no";;;;;
"SEVI_M33_071";"3/8/14";"España";"ría";"… estabas en un <vacilación/> / en una cafetería y<alargamiento/> le<alargamiento/> / había …";"no";;;;;
"SEVI_M33_071";"3/8/14";"España";"ría";"… obsceno ni nada / hoy nos parecería una ingenuidad <risas = “E”/> / y llegar y …";"no";;;;;
"SEVI_M33_071";"3/8/14";"España";"ría";"… / es que aquí en la esquina tengo una comisaría de policía E: claro I: o sea que E: eso …";"no";;;;;
"SEVI_M33_071";"3/8/14";"España";"ría";"… claro / ahí por ejemplo / no se me ocurriría ir / yo sola<alargamiento/> en un coche por …";"no";;;;;
"SEVI_M33_071";"3/8/14";"España";"ría";"… = “I”/> E: ¿y qué piensas que se podría hacer para / mejorar? I: <tiempo = …";"no";;;;;
"SEVI_M33_071";"3/8/14";"España";"ría";"… // y<alargamiento/> pues aunque a él le gustaría venirse para España pues<alargamiento/> …";"no";;;;;
"SEVI_M33_071";"3/8/14";"España";"ría";"… <vacilación/> tampoco tan claro ¿no? / yo quería estudiar / y<alargamiento/> E: pero ¿de …";"no";;;;;
"SEVI_M33_071";"3/8/14";"España";"ría";"… qué ilusión? I: de pequeñita yo quería / lo primero que yo quería / era ser matrona …";"no";;;;;
"SEVI_M33_071";"3/8/14";"España";"ría";"… como mágico / y<alargamiento/> después quería ser maestra por mi<alargamiento/> por una …";"no";;;;;
"SEVI_M33_071";"3/8/14";"España";"ría";"… grande<alargamiento/> y me gusta la jardinería / y<alargamiento/> / veo mucho a mis amigos …";"no";;;;;
"ALCA_H11_037";"23/3/11";"España";"ría";"… lo ves en la gente / entonces / la mayoría es de<alargamiento/> <vacilación/> de tú / …";"no";;;;;
"ALCA_H11_037";"23/3/11";"España";"ría";"… mayoría es de tú pero / siempre como dice el otro …";"no";;;;;
"ALCA_H11_037";"23/3/11";"España";"ría";"… un poquito pero no<alargamiento/> la mayoría de tú / pues lo que te decía del traje que …";"no";;;;;
"ALCA_H11_037";"23/3/11";"España";"ría";"… uhum I: terminas casi siempre de tú la mayoría de la gente cambia<alargamiento/> / …";"no";;;;;
"ALCA_H11_037";"23/3/11";"España";"ría";"… ver no sé qué pues sí<alargamiento/> las habría / me imagino / pero que<alargamiento/> se te …";"no";;;;;
"ALCA_H11_037";"23/3/11";"España";"ría";"… </simultáneo> / no lo sabes como quedaría / desde luego / hombre / por principio yo …";"no";;;;;
"ALCA_H11_037";"23/3/11";"España";"ría";"… para una calle<alargamiento/> una calle sería muy amplia<alargamiento/> se puede hacer un …";"no";;;;;
"ALCA_H11_037";"23/3/11";"España";"ría";"… aprovecharía me imagino que<alargamiento/> <vacilación/> …";"no";;;;;
"ALCA_H11_037";"23/3/11";"España";"ría";"… al Ferra<alargamiento/>z al Alegría<alargamiento/> / a ver cómo se llamaban más …";"no";;;;;
"ALCA_H11_037";"23/3/11";"España";"ría";"… arriba / de las uralitas no dijo nada / pensaría que se le habían roto o lo que fuera porque …";"no";;;;;
"ALCA_H11_037";"23/3/11";"España";"ría";"… / convivencia un poquito mayor E: ¿qué sería bueno que hicie <vacilación/> se hiciese? / …";"no";;;;;
"ALCA_H11_037";"23/3/11";"España";"ría";"… que cambiar eso? / ¿se podría hacer algo por eso? I: …";"no";;;;;
"ALCA_H11_037";"23/3/11";"España";"ría";"… / y eso ya te digo haciendo eso pues se crearían como comunidades / que te conoces …";"no";;;;;
"ALCA_H11_037";"23/3/11";"España";"ría";"… <tiempo = ""24:40""/> uhum I: siempre terminarías conociendo a más gente que …";"no";;;;;
"ALCA_H11_037";"23/3/11";"España";"ría";"… <risas = ""todos""> vamos a andar con tonterías hombre / para irme a bailar yo no bailo / …";"no";;;;;
"ALCA_H11_037";"23/3/11";"España";"ría";"… estuvimos allí y bueno / pues con las tonterías de que si<alargamiento/> / eran también …";"no";;;;;
"ALCA_H11_037";"23/3/11";"España";"ría";"… allí coincidió y<alargamiento/> / tonterías de por aquí por allí pues al final …";"no";;;;;
"ALCA_H11_037";"23/3/11";"España";"ría";"… / entonces me imagino que me gustaría / ahora ya es muchas más cosas / no es decir …";"no";;;;;
"ALCA_H11_037";"23/3/11";"España";"ría";"… así por qué / empezamos a hacer tonterías como dice el otro de verdad tonterías y …";"no";;;;;
"ALCA_H11_037";"23/3/11";"España";"ría";"… I: sí con <simultáneo> alegría bien </simultáneo> E: <simultáneo> …";"no";;;;;
"ALCA_H11_037";"23/3/11";"España";"ría";"… otra boda porque te cases / yo creo que no sería igual / no sería igual el primero siempre / …";"no";;;;;
"ALCA_H11_037";"23/3/11";"España";"ría";"… / o si me casara más veces pues no sería lo mismo / no sería lo mismo / …";"no";;;;;
"ALCA_H11_037";"23/3/11";"España";"ría";"… </cita> <risas = ""I""> E: no pero L sí quería / L bueno al principio decía que …";"no";;;;;
"ALCA_H11_037";"23/3/11";"España";"ría";"… preciosa ¿eh? que los sábados en Y / no quería ir nada más que irse con su tío / E: uhum / …";"no";;;;;
"ALCA_H11_037";"23/3/11";"España";"ría";"… / y<alargamiento/> I no quería que <vacilación/> / porque estuvieron dando …";"no";;;;;
"ALCA_H11_037";"23/3/11";"España";"ría";"… para que la viera todo el mundo y ella no quería quedarse allí porque habíamos bajado / como …";"no";;;;;
"ALCA_H11_037";"23/3/11";"España";"ría";"… I: mmm / si no se lo habían hecho pues sería de algún otro primo o de<alargamiento/> otra …";"no";;;;;
"ALCA_H11_037";"23/3/11";"España";"ría";"… muy claras en ningún sitio pues bueno / podría fallar / pero vamos el trabajo mío me gusta …";"no";;;;;
"ALCA_H11_037";"23/3/11";"España";"ría";"… / E: si pudieras ¿a qué te dedicarías? / I: a lo mío // a lo mío a vender …";"no";;;;;
"ALCA_H11_037";"23/3/11";"España";"ría";"… y esas cosas pero<alargamiento/> / eso tendría que ser / tocando un pellizquito bueno si …";"no";;;;;
"ALCA_H11_037";"23/3/11";"España";"ría";"… ¿y si hubiera mucha pasta? I: sí sí / tendría que haber pasta / si no ya sabes que …";"no";;;;;
"ALCA_H11_037";"23/3/11";"España";"ría";"… <vacilación/> me iría a por la casa / te la quitaría <risas = ""I""> …";"no";;;;;
"ALCA_H11_037";"23/3/11";"España";"ría";"… porque si no / sí si hubiera pelas sí / me iría<alargamiento/> <vacilación/> me iría primero …";"no";;;;;
"ALCA_H11_037";"23/3/11";"España";"ría";"… y si hay dinero suficiente pues sí me montaría<alargamiento/> / mi negocio E: uhum I: …";"no";;;;;
"ALCA_H12_019";"13/4/11";"España";"ría";"… con / mmm no sé<alargamiento/> no te podría explicar quizá las causas ¿no? / voy vivo …";"no";;;;;
"ALCA_H12_019";"13/4/11";"España";"ría";"… te gusta un poquito<alargamiento/> te gustaría poner <vacilación/> tener un poquito a algo …";"no";;;;;
"ALCA_H12_019";"13/4/11";"España";"ría";"… pues <vacilación/> pues aquí precisamente sería / me<alargamiento/> caí de cabeza y rompí …";"no";;;;;
"ALCA_H12_019";"13/4/11";"España";"ría";"… les tienen que dar salida / en la portería / preguntas y te da<alargamiento/>n …";"no";;;;;
"ALCA_H12_019";"13/4/11";"España";"ría";"… de bueno pues aque <vacilación/> aquella teoría que dice <cita> cría fama y échate a dormir …";"no";;;;;
"ALCA_H12_019";"13/4/11";"España";"ría";"… calle / venía / a la<alargamiento/>s pues serían las tres o las cuatro de la mañana veníamos …";"no";;;;;
"ALCA_H12_019";"13/4/11";"España";"ría";"… y<alargamiento/> de comercio / y la mayoría de la gente <simultáneo> viene de fuera …";"no";;;;;
"ALCA_H13_001";"15/3/11";"España";"ría";"… </simultáneo> I: <simultáneo> sí sí estaría bueno </simultáneo> soy un crío E: …";"no";;;;;
"ALCA_H13_001";"15/3/11";"España";"ría";"… en <vacilación/> en la inmensa mayoría de <vacilación/> de los españoles no …";"no";;;;;
"ALCA_H13_001";"15/3/11";"España";"ría";"… vengo con <vacilación/> con como se diría así con el culo pegado a la hora I: pero …";"no";;;;;
"ALCA_H13_001";"15/3/11";"España";"ría";"… uhum uhum I: había quedado con ella y no quería fallar E: ¿dónde <vacilación/> dónde …";"no";;;;;
"ALCA_H13_001";"15/3/11";"España";"ría";"… I: e<alargamiento/>n una asesoría / <ininteligible/> E: ¿en una asesoría? …";"no";;;;;
"ALCA_H13_001";"15/3/11";"España";"ría";"… tiempo </simultáneo> E: <simultáneo> asesoría judi <palabra_cortada/> </simultáneo> I: sí …";"no";;;;;
"ALCA_H13_001";"15/3/11";"España";"ría";"… todo I: sí E: se puede estar en una asesoría o se puede estar en un banco <simultáneo> y …";"no";;;;;
"ALCA_H13_001";"15/3/11";"España";"ría";"… / y nunca había trabajado en una asesoría me había dedicado todo <vacilación/> a todo …";"no";;;;;
"ALCA_H13_001";"15/3/11";"España";"ría";"… me </simultáneo> I: <simultáneo> me gustaría sentirme más </simultáneo> E: me encanta …";"no";;;;;
"ALCA_H13_001";"15/3/11";"España";"ría";"… E: <simultáneo> para mí eso </simultáneo> sería lo ideal claro I: bueno yo creo que para …";"no";;;;;
"ALCA_H13_001";"15/3/11";"España";"ría";"… muy alcalaíno I: sí E: pues no sé me gustaría vivir en una ciudad / que <vacilación/> que …";"no";;;;;
"ALCA_H13_001";"15/3/11";"España";"ría";"… muy llano I: uhum uhum E: por lo tanto sería con <vacilación/> con muchas posibilidades / …";"no";;;;;
"ALCA_H13_001";"15/3/11";"España";"ría";"… es buena </cita> como <vacilación/> como diría yo pero / bueno bueno es que por lo menos …";"no";;;;;
"ALCA_H13_001";"15/3/11";"España";"ría";"… ahí en la zona de<alargamiento/> I: Caballería Española E: de Caballería Española I: sí …";"no";;;;;
"ALCA_H21_043";"10/8/11";"España";"ría";"… colegio? / I: sí / E: el curso lo sacarías adelante ¿no? / I: sí hice<alargamiento/> …";"no";;;;;
"ALCA_H21_043";"10/8/11";"España";"ría";"… <vacilación/> / de otros temas que para mí sería más <vacilación/> / más impor <simultáneo> …";"no";;;;;
"ALCA_H21_043";"10/8/11";"España";"ría";"… conmigo y todo eso y cuando menos querían recordar / o sea ellos sabían el …";"no";;;;;
"ALCA_H21_043";"10/8/11";"España";"ría";"… <vacilación/> son sí muchas palabras la mayoría se le en <simultáneo> tiende </simultáneo> …";"no";;;;;
"ALCA_H21_043";"10/8/11";"España";"ría";"… bueno mmm </simultáneo> me gusta me gustaría<alargamiento/> // mmm conseguirlo / me …";"no";;;;;
"ALCA_H21_043";"10/8/11";"España";"ría";"… E: <simultáneo> eeh </simultáneo> y la mayoría de las veces bueno una inmensa mayoría …";"no";;;;;
"ALCA_H22_025";"4/5/11";"España";"ría";"… a pedirte <simultáneo> un trofeo en una cacería que </simultáneo> I: <simultáneo> sí sí …";"no";;;;;
"ALCA_H22_025";"4/5/11";"España";"ría";"… sí con<alargamiento/> E: que hice una cacería del zorro <simultáneo> que era en …";"no";;;;;
"ALCA_H22_025";"4/5/11";"España";"ría";"… famosa<alargamiento/> cacería de las féminas / <simultáneo> no sé si te …";"no";;;;;
"ALCA_H22_025";"4/5/11";"España";"ría";"… lógico es porque es que si no cualquiera podría<alargamiento/> I: sí bueno están …";"no";;;;;
"ALCA_H22_025";"4/5/11";"España";"ría";"… <ruido = ""moto""/> eran gestoría al mismo tiempo<alargamiento/> / Vadillo I: …";"no";;;;;
"ALCA_H22_025";"4/5/11";"España";"ría";"… ha sido // me dijeron que sí que si las quería que podía pasar / para con <vacilación/> mmm …";"no";;;;;
"ALCA_H22_025";"4/5/11";"España";"ría";"… I: porque ahí según estaba la era / eeh cabrían quizás más coches E: naturalmente / …";"no";;;;;
"ALCA_H23_007";"16/3/11";"España";"ría";"… que <vacilación/> que<alargamiento/> me gustaría saber / ¿cómo sueles tratar tú a la gente de …";"no";;;;;
"ALCA_H23_007";"16/3/11";"España";"ría";"… / y llega la temporada siguiente y ya no enfría como en el anterior / y el año siguiente ya …";"no";;;;;
"ALCA_H23_007";"16/3/11";"España";"ría";"… enfría nada ya es aire<alargamiento/> caliente // …";"no";;;;;
"ALCA_H23_007";"16/3/11";"España";"ría";"… el segundo año siempre ya<alargamiento/> enfría mucho menos que <vacilación/> que el primero …";"no";;;;;
"ALCA_H23_007";"16/3/11";"España";"ría";"… que<alargamiento/> <vacilación/> / que tendría que haber venido de una forma …";"no";;;;;
"ALCA_H23_007";"16/3/11";"España";"ría";"… / más o menos como era / pues lo que sería<alargamiento/> el casco histórico y un poco …";"no";;;;;
"ALCA_H23_007";"16/3/11";"España";"ría";"… sé / eso sí que no<alargamiento/> E: ¿vivirías en Madrid / por ejemplo? I: no de ninguna …";"no";;;;;
"ALCA_H23_007";"16/3/11";"España";"ría";"… agradable / pues te empiezas con las tonterías con el ligoteo con el no sé qué no sé …";"no";;;;;
"ALCA_H23_007";"16/3/11";"España";"ría";"… además el día que se lo dije que si quería salir conmigo / pues nos duró<alargamiento/> …";"no";;;;;
"ALCA_H23_007";"16/3/11";"España";"ría";"… un poco en la duda / quedamos en que hablaríamos ahora al final no me ha llamado / con lo …";"no";;;;;
"ALCA_H23_007";"16/3/11";"España";"ría";"… tomar como una extorsión / hh entonces no sería positivo desde este punto de vista la …";"no";;;;;
"ALCA_H23_007";"16/3/11";"España";"ría";"… fuese negativo / a lo mejor no/ a lo mejor sería / positivo para otras cosas / hh <ruido = …";"no";;;;;
"ALCA_H23_007";"16/3/11";"España";"ría";"… este calor que hace pues / lo que le apetecería<alargamiento/> como nos apetecería a todos …";"no";;;;;
"ALCA_H23_007";"16/3/11";"España";"ría";"… cuidado en algunas cosas / pues se podría<alargamiento/>n meter en cualquier parte …";"no";;;;;
"ALCA_H23_007";"16/3/11";"España";"ría";"… / que además está mal hecho porque no tendría que estar ta<alargamiento/>n / al alcance …";"no";;;;;
"ALCA_H23_007";"16/3/11";"España";"ría";"… ingresar / pero por narices // tampoco la querían ingresar a pesar de que fue en ambulancia / …";"no";;;;;
"ALCA_H23_007";"16/3/11";"España";"ría";"… / porque<alargamiento/> la variación estaría en la condimentación / y nosotros en la …";"no";;;;;
"ALCA_H23_007";"16/3/11";"España";"ría";"… E: <tiempo = ""59:15""/> muy bien ¿a la lotería y a esas cosa<alargamiento/>s juegas? I: …";"no";;;;;
"ALCA_H23_007";"16/3/11";"España";"ría";"… eso sí que no juego al gordo porque eso ya sería mucho <risas = ""I"">/ ya sí es una …";"no";;;;;
"ALCA_H23_007";"16/3/11";"España";"ría";"… accesible E: ¿qué <vacilación/> qué haríais / vender el piso? I: lo<alargamiento/> …";"no";;;;;
"ALCA_H23_007";"16/3/11";"España";"ría";"… / pero sí // bueno / sí / dices / luego habría que<alargamiento/> meditar la cosa y tal …";"no";;;;;
"ALCA_H31_050";"11/8/11";"España";"ría";"… por los P <simultáneo> ya<alargamiento/> sería </simultáneo> I: <simultáneo> los P aquí …";"no";;;;;
"ALCA_H31_050";"11/8/11";"España";"ría";"… </simultáneo> E: serían anterio<alargamiento/>r a mi<alargamiento/> …";"no";;;;;
"ALCA_H31_050";"11/8/11";"España";"ría";"… podía existir del nuevo Alcalá entonces sería/ del <vacilación/> del <vacilación/> …";"no";;;;;
"ALCA_H31_050";"11/8/11";"España";"ría";"… algún tallerzucho de<alargamiento/> carpintería<alargamiento/> / yo que era panadero …";"no";;;;;
"ALCA_H31_050";"11/8/11";"España";"ría";"… <vacilación/> en qué<alargamiento/> panadería trabajó por cierto? / I: yo trabajé he …";"no";;;;;
"ALCA_H31_050";"11/8/11";"España";"ría";"… en la calle del matadero que tuvieron pastelería luego des<simultáneo>pués </simultáneo> I: …";"no";;;;;
"ALCA_H31_050";"11/8/11";"España";"ría";"… y nos vinimos aquí o donde la pastelería que todavía no aye <vacilación/> no era …";"no";;;;;
"ALCA_H31_050";"11/8/11";"España";"ría";"… eso<alargamiento/> es<alargamiento/> una teoría nada más / <simultáneo> luego </simultáneo> …";"no";;;;;
"ALCA_H31_050";"11/8/11";"España";"ría";"… </simultáneo> E: una jornada de panadería <simultáneo> ahí </simultáneo> I: …";"no";;;;;
"ALCA_H31_050";"11/8/11";"España";"ría";"… yo <vacilación/> yo me </simultáneo> atrevería a decir que a partir de los<alargamiento/> …";"no";;;;;
"ALCA_H31_050";"11/8/11";"España";"ría";"… las tabernas los sitios esos si querías matar un poco el hambre / te ibas allí …";"no";;;;;
"ALCA_H31_050";"11/8/11";"España";"ría";"… en<alargamiento/> confiterías / y en bares / y<alargamiento/> E: M …";"no";;;;;
"ALCA_H31_050";"11/8/11";"España";"ría";"… <vacilación/> en aquella época podría ser quizá / un poquito<alargamiento/> …";"no";;;;;
"ALCA_H31_050";"11/8/11";"España";"ría";"… <simultáneo> a estilo </simultáneo> de cafetería / que allí<alargamiento/> / yo si pasaba es …";"no";;;;;
"ALCA_H31_050";"11/8/11";"España";"ría";"… remiendos / o sea miseria toda la que tú querías en Alcalá de Henares // E: <tiempo = …";"no";;;;;
"ALCA_H31_050";"11/8/11";"España";"ría";"… // ¡y ganaban más que nadie / y encima querían más! // <ruido = ""coches""/> eso yo no lo …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… comercio es? / I: pues<alargamiento/> droguería / y perfumería E: ahá / eeh ¿la formación …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… a la química práctica que es la droguería E: ¿sí? / tiene alguna relación claro I: …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… no </simultáneo> / antes la droguería tenía<alargamiento/> / muchas cosas que se …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… con mucha<alargamiento/> / camaradería y pero <vacilación/> es mejor decir a mí me …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… I: ése es un problema que / sería imprescindible para que Alcalá / volviese a …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… <ininteligible/> </simultáneo> sería un ejemplo <simultáneo> ¿no? </simultáneo> …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… media docena de<alargamiento/> / y la mayoría ma <palabra_cortada/> mayores …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… E: a lo mejor el ayuntamiento también debería un poco contribuir I: hombre el …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… el mayor y<alargamiento/> / E: ¿de droguería siempre ha sido? I: sí sí siempre ha sido …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… <vacilación/> / ha sido siempre una droguería / la droguería nuestra tiene<alargamiento/> …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… obrero pero / que ya van teniendo su categoría y su<alargamiento/> / porque / los barrios …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… <vacilación/> / de la<alargamiento/> droguería / eso va bien o no<alargamiento/>? I: los …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… de grandes superficies // la mayoría de ellas son / extranjeras / son capitales …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… / E: ¿pero eso al negocio de la droguería también le afecta directamente? I: lo que …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… droguería droguería es un negocio que<alargamiento/> / la …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… más especializada / pero dentro de la droguería está el tema de pinturas el tema de limpieza …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… / de alta cosmética y de alta perfumería y<alargamiento/> / y eso pues bueno …";"no";;;;;
